ESTABLISHMENT_ID,ESTABLISHMENT_NAME,LONG_ADDRESS,SHORT_ADDRESS,DISTRICT,CITY,POSTAL_CODE
9337616,STARBUCKS,"1 ADELAIDE ST E, TORONTO, ON M5C 2V9, CANADA",1 ADELAIDE ST E,METRO TORONTO,TORONTO,M5C 2V9
10384957,TOUCH,"1 ADELAIDE ST E, TORONTO, ON M5C 2V9, CANADA",1 ADELAIDE ST E,METRO TORONTO,TORONTO,M5C 2V9
10390332,INTERNATIONAL NEWS,"1 ADELAIDE ST E, TORONTO, ON M5C 2V9, CANADA",1 ADELAIDE ST E,METRO TORONTO,TORONTO,M5C 2V9
10492908,CASA LOMA,"1 AUSTIN TERRACE, TORONTO, ON M5R 1X8, CANADA",1 AUSTIN TER,METRO TORONTO,TORONTO,M5R 1X8
10233710,STARBUCKS COFFEE CO,"1 AVONDALE AVE, NORTH YORK, ON M2N 7J1, CANADA",1 AVONDALE AVE,NORTH YORK,TORONTO,M2N 7J1
10480531,PIZZA NOVA,"1 AVONDALE AVE, NORTH YORK, ON M2N 7J1, CANADA",1 AVONDALE AVE,NORTH YORK,TORONTO,M2N 7J1
10527234,MO' RAMYUN,"1 BALDWIN ST, TORONTO, ON M5T 1L1, CANADA",1 BALDWIN ST,METRO TORONTO,TORONTO,M5T 1L1
10550136,BARNSTEINER'S,"1 BALMORAL AVE, TORONTO, ON M4V 3B9, CANADA",1 BALMORAL AVE,METRO TORONTO,TORONTO,M4V 3B9
10580268,EL TENEDOR,"1 BAXTER ST, TORONTO, ON M4W 2H2, CANADA",1 BAXTER ST,METRO TORONTO,TORONTO,M4W 2H2
10412094,STARBUCKS COFFEE,"1 BEDFORD RD, TORONTO, ON M5R 2J7, CANADA",1 BEDFORD RD,METRO TORONTO,TORONTO,M5R 2J7
9388071,SCARAMOUCHE,"1 BENVENUTO PL, TORONTO, ON M4V 2L1, CANADA",1 BENVENUTO PL,METRO TORONTO,TORONTO,M4V 2L1
9000241,FANTIS FOODS OF CANADA LTD.,"1 BESTOBELL RD, ETOBICOKE, ON M8W 4H2, CANADA",1 BESTOBELL RD,ETOBICOKE,TORONTO,M8W 4H2
9393543,THE BLUE GOOSE TAVERN,"1 BLUE GOOSE ST, ETOBICOKE, ON M8V, CANADA",1 BLUE GOOSE ST,ETOBICOKE,TORONTO,M8V
10300050,523-PIZZA NOVA,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10300063,239-QUEEN STREET,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10300071,120-HOGTOWN GRILL,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10325719,3-SATELLITE KITCHEN,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10325734,SIGHTLINES RESTAURANT,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10334795,131-GARRISON CREEK FLAT GRILL,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10349216,128-HOGTOWN GRILL CONCESSION,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10365046,106-MUDDY YORK,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10459523,509-BIG SMOKE FOOD CO.,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10459657,12 BAR,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10475296,204 - WEST JET FLIGHT DECK,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10531044,538.5-BIG SMOKE FOOD CO.,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10531046,234-CABBAGETOWN MERCANTILE,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10531049,114-HOGGS HOLLOW ICE COMPANY,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10531052,534-CABBAGETOWN MERCANTILE C-57,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10300596,EXECUTIVE LOUNGE LEVEL 300,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10364708,BLUE JAYS MEDIA LOUNGE,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10475817,214-GARRISON CREEK GRILL,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10531045,215-TWELVE KITCHEN,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10300086,115-PIZZA NOVA,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10325730,4-SATELLITE KITCHEN,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10417459,117-CORKTOWN FRESH BURGER,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10431055,GARRISON CREEK FLAT GRILL #112,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10494074,134-TORONTO STREET EATS,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10300066,220-MYM GOURMET FRITES,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10325721,2-SATELLITE KITCHEN,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10325728,1-SATELLITE KITCHEN,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10334654,529-CONCESSION,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10334786,109-MUDDY YORK,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10377042,ROUND HOUSE GRILL & PATIO,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10494072,137-QUEEN STREET EXPRESS,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10536426,BACARDI AT THE PARK,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10569363,STARBUCKS,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10300084,514-MUDDY YORK MARKET PLUS,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10334585,125-TORONTO SANDWICH CO.,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10459663,528-GARRISON CREEK,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10531048,533-MYM GOURMET FRITES,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
9015576,ARRIBA,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10431057,233-PIZZA NOVA,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10445478,123-QUEEN STREET,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10530683,512-CORKTOWN FRESH BURGER CART,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10300060,536-QUEEN STREET EXPRESS,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10300065,228-QUEEN STREET EXPRES,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10300069,209 - QUEEN ST EXPRESS,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10325736,MAIN PRODUCTION KITCHEN,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10334676,211-V-CONCESSION,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10364705,520-GARRISON CREEK (HOGTOWN),"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10435255,114-TIM HORTONS C07,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10561430,FOUNDER'S CLUB,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10300054,520-QUEEN STREET,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10300083,TD CLUBHOUSE,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10334647,121-CARVERY,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10334651,CONCESSION 539,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10365045,508-PIZZA NOVA,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10417519,128-TIM HORTONS,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10459514,517-BIG SMOKE FOOD CO.,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10531047,524-CABBAGETOWN MERCANTILE,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10531051,525.5-BIG SMOKE NACHO CESTA,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10535140,QUEEN STREET #119,"1 BLUE JAYS WAY, TORONTO, ON M5V 1J3, CANADA",1 BLUE JAYS WAY,METRO TORONTO,TORONTO,M5V 1J3
10466697,Gusto Pizza,"1 BONIS AVE, SCARBOROUGH, ON M1T 2T9, CANADA",1 BONIS AVE,SCARBOROUGH,TORONTO,M1T 2T9
10561743,FOOD HALL,"1 BRIDGEPOINT DR, TORONTO, ON M4M 2B5, CANADA",1 BRIDGEPOINT DR,METRO TORONTO,TORONTO,M4M 2B5
10571333,BRIDGEPOINT HOSPITAL,"1 BRIDGEPOINT DR, TORONTO, ON M4M 2B5, CANADA",1 BRIDGEPOINT DR,METRO TORONTO,TORONTO,M4M 2B5
10559021,BIG BEEF BOWL,"1 BYNG AVE, SCARBOROUGH, ON M1L 3N5, CANADA",1 BYNG AVE,SCARBOROUGH,TORONTO,M1L 3N5
10463788,CANTERBURY PLACE RETIREMENT RESIDENCE,"1 CANTERBURY PL, NORTH YORK, ON M2N 1Z7, CANADA",1 CANTERBURY PL,NORTH YORK,TORONTO,M2N 1Z7
10391580,MOLSON CAFE,"1 CARLINGVIEW DR, ETOBICOKE, ON M9W 5E6, CANADA",1 CARLINGVIEW DR,ETOBICOKE,TORONTO,M9W 5E6
9010320,MOLSON BREWERIES,"1 CARLINGVIEW DR, ETOBICOKE, ON M9W 5E6, CANADA",1 CARLINGVIEW DR,ETOBICOKE,TORONTO,M9W 5E6
10240418,MOLSON BREWERIES,"1 CARLINGVIEW DR, ETOBICOKE, ON M9W 5E6, CANADA",1 CARLINGVIEW DR,ETOBICOKE,TORONTO,M9W 5E6
9010322,MOLSON BREWERIES - OUR PUB,"1 CARLINGVIEW DR, ETOBICOKE, ON M9W 5E6, CANADA",1 CARLINGVIEW DR,ETOBICOKE,TORONTO,M9W 5E6
10472349,7-ELEVEN,"1 CARLTON ST, TORONTO, ON M5B 1L2, CANADA",1 CARLTON ST,METRO TORONTO,TORONTO,M5B 1L2
10371803,PIZZA PIZZA,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
9005789,La TORTILLERY WRESTLERS,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
10346180,SHOPSY'S,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
10366171,PIZZA PIZZA (FERRY),"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
9002676,CENTRE ISLAND FOOD SERVICES LTD,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
9003012,CIDER BAR - CENTRE ISLAND,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
9016566,TORONTO ISLAND MARINA SNACK BAR,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
10575256,BEAVER TAILS (STALL 1),"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
9011206,O'BUMBLE'S,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
10503091,SUBS,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
9012367,MR. FLIPP'S POPCORN WAGON,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
9014140,SISTER SARAH'S CAKE SHOP,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
9016868,UNCLE AL'S SMOKEHOUSE,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
9015543,THE BEACH HOUSE,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
10315261,MERMAID CAFE,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
10576301,BEAVER TAILS,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
10213033,HOME BURGER,"1 CENTRE ST, TORONTO ISLAND PARK, ON, M5J 2V3, CANADA",1 CENTRE ISLAND PK,TORONTO ISLAND,TORONTO,M5J 2V3
10356846,BIRCHMOUNT FOOD MARKET,"1 CHELWOOD RD, SCARBOROUGH, ON M1K 2K5, CANADA",1 CHELWOOD RD,SCARBOROUGH,TORONTO,M1K 2K5
9010509,MR. J'S DELI ON THE BEACH,"1 CHERRY ST, TORONTO, ON M5A 1H1, CANADA",1 CHERRY ST,METRO TORONTO,TORONTO,M5A 1H1
10284487,DRUXY'S FAMOUS DELI SANDWICHES,"1 CONCORDE GATE, TORONTO, ON M3C, CANADA",1 CONCORDE GT,NORTH YORK,TORONTO,M3C
9074454,GATEWAY NEWSTAND,"1 CONCORDE GATE, TORONTO, ON M3C, CANADA",1 CONCORDE GT,NORTH YORK,TORONTO,M3C
9368736,ABACUS MONTESSORI LEARNING CENTRE,"1 CREDIT UNION DR, NORTH YORK, ON M4A 2S6, CANADA",1 CREDIT UNION DR,NORTH YORK,TORONTO,M4A 2S6
9011721,PAT SCHULZ CHILD CARE CENTRE (TORONTO),"1 DANFORTH AVE, TORONTO, ON M4K 1M8, CANADA",1 DANFORTH AVE,METRO TORONTO,TORONTO,M4K 1M8
10559735,CAFE BY KWIN,"1 DE BOERS DR, TORONTO, ON M3J 0G6, CANADA",1 DE BOERS DR,NORTH YORK,TORONTO,M3J 0G6
10369568,FIT FOR LIFE,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10411852,URBAN HERBIVORE,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10445327,JIMMY THE GREEK,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10411895,AROMA ESPRESSO BAR,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10429048,SECOND CUP,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10539276,DAVID'S TEA,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10548355,KERNALS,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10562714,FRESHII,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10403999,JOEY EATON CENTRE GRILL LOUNGE,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10412121,SZECHUAN EXPRESS,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10576339,HABITANT,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10576832,E BAR,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10411887,BIG SMOKE BURGER,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10411896,THAI EXPRESS,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10484586,BASKIN ROBBINS,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10394906,TRATTORIA MERCATTO,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10526053,EXTREME PITA,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10560268,SBARRO,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10569892,THE SECOND CUP,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10411840,FAST FRESH FOODS,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10411856,CREPE DELICIOUS,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10413157,AKASHIRO,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10412411,SUSHI Q,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10444806,AMAYA EXPRESS,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
10576827,BAR VERDE,"1 DUNDAS ST W, TORONTO, ON M6P 2A1, CANADA",1 DUNDAS ST W,METRO TORONTO,TORONTO,M6P 2A1
9421826,7-ELEVEN,"1 EGLINTON AVE E, TORONTO, ON M4P 1P1, CANADA",1 EGLINTON AVE E,METRO TORONTO,TORONTO,M4P 1P1
9397872,BOURBON ST. GRILL,"1 EGLINTON SQUARE, TORONTO, ON M1L, CANADA",1 EGLINTON SQ,SCARBOROUGH,TORONTO,M1L
10560796,Cactus Kabob,"1 EGLINTON SQUARE, TORONTO, ON M1L, CANADA",1 EGLINTON SQ,SCARBOROUGH,TORONTO,M1L
9009856,MCDONALD'S,"1 EGLINTON SQUARE, TORONTO, ON M1L, CANADA",1 EGLINTON SQ,SCARBOROUGH,TORONTO,M1L
10325230,GATEWAY NEWSTAND,"1 EGLINTON SQUARE, TORONTO, ON M1L, CANADA",1 EGLINTON SQ,SCARBOROUGH,TORONTO,M1L
10207745,MRS BRIDGES' BRITISH BAKERY,"1 EGLINTON SQUARE, TORONTO, ON M1L, CANADA",1 EGLINTON SQ,SCARBOROUGH,TORONTO,M1L
10498015,Fusia Asian Kitchen,"1 EGLINTON SQUARE, TORONTO, ON M1L, CANADA",1 EGLINTON SQ,SCARBOROUGH,TORONTO,M1L
10188062,RUBY'S MEDITERRANEAN CUISINE,"1 EGLINTON SQUARE, TORONTO, ON M1L, CANADA",1 EGLINTON SQ,SCARBOROUGH,TORONTO,M1L
10362576,KFC,"1 EGLINTON SQUARE, TORONTO, ON M1L, CANADA",1 EGLINTON SQ,SCARBOROUGH,TORONTO,M1L
10530060,Watt's,"1 EGLINTON SQUARE, TORONTO, ON M1L, CANADA",1 EGLINTON SQ,SCARBOROUGH,TORONTO,M1L
10382863,WILD WING,"1 ELLESMERE RD, SCARBOROUGH, ON M1R 4B7, CANADA",1 ELLESMERE RD,SCARBOROUGH,TORONTO,M1R 4B7
10447333,Branksome Hall School Cafeteria-Potting Shed,"1 ELM AVE, TORONTO, ON M4W 1N4, CANADA",1 ELM AVE,METRO TORONTO,TORONTO,M4W 1N4
9005149,EVA COFFEE SHOP,"1 EVA RD, ETOBICOKE, ON M9C 4Z5, CANADA",1 EVA RD,ETOBICOKE,TORONTO,M9C 4Z5
10372466,SONY CENTRE FOR THE PERFORMING ARTS,"1 FRONT ST E, L TOWER, TORONTO, ON M5E 1B2, CANADA",1 FRONT ST E,METRO TORONTO,TORONTO,M5E 1B2
9004664,DRUXY'S FAMOUS DELI,"1 FRONT ST W, TORONTO, ON M5J 2X5, CANADA",1 FRONT ST W,METRO TORONTO,TORONTO,M5J 2X5
10279614,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,"1 GARFIELD AVE, TORONTO, ON M4T 1E6, CANADA",1 GARFIELD AVE,METRO TORONTO,TORONTO,M4T 1E6
10556703,Peking Duck Kitchen,"1 GLEN WATFORD DR, SCARBOROUGH, ON M1S 2B7, CANADA",1 GLEN WATFORD DR,SCARBOROUGH,TORONTO,M1S 2B7
10523915,Subway,"1 GLENDINNING AVE, SCARBOROUGH, ON M1W 3E2, CANADA",1 GLENDINNING AVE,SCARBOROUGH,TORONTO,M1W 3E2
10424977,ST. MARK DAY CARE CENTRE GREENLAND RD,"1 GREENLAND RD, NORTH YORK, ON M3C 1N1, CANADA",1 GREENLAND RD,NORTH YORK,TORONTO,M3C 1N1
10501760,ACE BAKERY CAFE AND BREAD STORE,"1 HAFIS RD, NORTH YORK, ON M6M 2V6, CANADA",1 HAFIS RD,NORTH YORK,TORONTO,M6M 2V6
9000287,ACE BAKERY,"1 HAFIS RD, NORTH YORK, ON M6M 2V6, CANADA",1 HAFIS RD,NORTH YORK,TORONTO,M6M 2V6
10410665,HARBOUR CASTLE - FRONTENAC,"1 HARBOUR SQUARE, TORONTO, ON M5J 2G4, CANADA",1 HARBOUR SQ,METRO TORONTO,TORONTO,M5J 2G4
10431690,CHART ROOM BAR/LOUNGE,"1 HARBOUR SQUARE, TORONTO, ON M5J 2G4, CANADA",1 HARBOUR SQ,METRO TORONTO,TORONTO,M5J 2G4
